,x,y,z,# of connected lines,0th line destination point
0,55.47774572159673,-80.74015123467406,2712.490231239393,1,2
1,55.37443800539035,-80.67510653553398,2712.4107121708553,1,2
2,55.381646326509006,-80.53725269777118,2712.309481027622,1,2
3,55.2299595647634,-80.34078946651204,2712.35829109306,1,2
4,55.11277132322913,-80.12693864644851,2712.4687093933003,1,2
5,55.01910031890077,-80.06309472460737,2712.503405594703,1,2
6,54.80791083703306,-79.92546899573337,2712.6446744564923,1,2
7,54.58658671922366,-79.77735044897241,2712.763064090558,1,2
8,54.44784924736522,-79.68104913557875,2712.96826051617,1,2
9,54.280532162546706,-79.6688754391883,2713.1719435404616,1,2
10,54.206199575346794,-79.70000707251576,2713.379985598301,1,2
11,54.15645414601575,-79.65631976374914,2713.4725920486676,1,2
12,54.12924827929717,-79.31491008419609,2713.5551054989896,1,2
13,53.946428603001266,-78.94294358373023,2713.7114588348777,1,2
14,53.774646558400256,-78.72649552362195,2713.7470187344124,1,2
15,53.64259612479793,-78.54981433300777,2713.867760544635,1,2
16,53.55049277064704,-78.44155740792462,2713.912579159095,1,2
17,53.5260900195465,-78.06569241402045,2714.0438302115294,1,2
18,53.53416297409007,-77.46099463354354,2714.251095220876,1,2
19,53.45086887354736,-76.86042368720075,2714.4594314898404,1,2
20,53.41801892550958,-76.55946591061773,2714.644759296556,1,2
21,53.31284119470047,-76.32244403489759,2714.8882481407586,1,2
22,53.41060421473095,-75.94503017302615,2715.1300739139797,1,2
23,53.4925343993472,-75.41737581366769,2715.558284603152,1,2
24,53.68622404763035,-74.60476815766366,2715.8551977517586,1,2
25,54.00211570579557,-73.65823336363341,2716.275498070425,1,2
26,54.197611664344045,-72.71467633023124,2716.756368338969,1,2
27,54.42475883870085,-71.86052219787801,2716.9473709768436,1,2
28,54.68379120525407,-71.15028693268539,2717.2730503477214,1,2
29,54.92065791730735,-70.39259069815249,2717.553742635056,1,2
30,55.14326322084632,-69.50167511433298,2717.84164203788,1,2
31,55.38681155562099,-68.43918499939666,2718.1350419569026,1,2
32,55.808858880235306,-67.39262326388477,2718.5383533679847,1,2
33,56.31489503513721,-66.41773140041481,2718.857042217096,1,2
34,56.815341190570386,-65.56783992469518,2719.073638314552,1,2
35,57.325886227482584,-64.79997108963117,2719.4162205226617,1,2
36,57.763207528509746,-64.27334131669355,2719.5531031534206,1,2
37,58.09310272434194,-64.04899622466841,2719.85146394347,1,2
38,58.70141313906708,-63.823870667268324,2720.0686214832567,1,2
39,59.441520413144005,-63.39787688646099,2720.4932361699584,1,2
40,60.266375588778374,-63.033219545743066,2720.83546272583,1,2
41,60.93272189698178,-62.72279676322066,2721.1015227835483,1,2
42,61.556720341168926,-62.536390556841646,2721.2465886075934,1,2
43,62.23823287889952,-62.44058529968749,2721.3904770231493,1,2
44,63.11437781461842,-62.205415800348426,2721.7439439466475,1,2
45,64.05840366907715,-61.81964717890247,2722.1623202638807,1,2
46,64.94197712994901,-61.53509565341962,2722.554703234205,1,2
47,65.65038576420697,-61.39588083437174,2722.8623202586036,1,2
