Original Filename,/home/tos/snakestrike_test/triangulation/capture_014/TriangulatedPoints_1.xml,
ModifiedNumTimesteps,121,
MaxNumPoints,9,
MaxTimestep,120,
NumMissingTimesteps,0,
0,-3.9685565391688598e+01|-4.9143513998447810e+02|3.6463154249017557e+03,-2.0609437325199806e+02|-5.0872002002731307e+02|3.5516614067251039e+03,-3.7165325783995979e+02|-5.2314930638660826e+02|3.4515194907923783e+03,-3.8308664884991157e+02|-3.4094300274454821e+02|3.4700594006766078e+03,-2.1746345450247946e+02|-3.2165193763849607e+02|3.5672356936477718e+03,-5.0633091687556700e+01|-3.0664484722797056e+02|3.6596964505482524e+03,-6.1717784201439009e+01|-1.2106045089845222e+02|3.6735659435233379e+03,-2.3161777017041300e+02|-1.3402098185479983e+02|3.5816047504135031e+03,-3.9804933506403825e+02|-1.4774064938774481e+02|3.4872581997794914e+03,
1,-3.9615619907437072e+01|-4.9137417077822397e+02|3.6459950887595210e+03,-2.0608903020616938e+02|-5.0873060132043310e+02|3.5515903237987354e+03,-3.7148047456183338e+02|-5.2321508832288930e+02|3.4511809180013061e+03,-3.8305506173912318e+02|-3.4104775287884900e+02|3.4699234016472792e+03,-2.1746501020797376e+02|-3.2157929167972816e+02|3.5671670869268237e+03,-5.0421716809121556e+01|-3.0665125857889512e+02|3.6594405462226237e+03,-6.1609310111423362e+01|-1.2110371189182369e+02|3.6733528770377366e+03,-2.3161183281993550e+02|-1.3397376447936838e+02|3.5814429915975043e+03,-3.9802496929621253e+02|-1.4778142105782825e+02|3.4870898106626978e+03,
2,-3.9591587564085089e+01|-4.9133030720268692e+02|3.6459066932162104e+03,-2.0613498635419305e+02|-5.0866056042334230e+02|3.5513896637341090e+03,-3.7148994913708037e+02|-5.2316750971171518e+02|3.4511235944083214e+03,-3.8302797623527965e+02|-3.4095716357668317e+02|3.4695973381720737e+03,-2.1745214903923616e+02|-3.2142961877433828e+02|3.5667915036580225e+03,-5.0351225926672953e+01|-3.0654063186401271e+02|3.6592350202889165e+03,-6.1688532503674516e+01|-1.2091575669915112e+02|3.6731560726561029e+03,-2.3159067604779719e+02|-1.3390400080352808e+02|3.5810248251741300e+03,-3.9797310404364595e+02|-1.4765967483602043e+02|3.4865473098426282e+03,
3,-3.9501118802464291e+01|-4.9100625682609495e+02|3.6457735808149141e+03,-2.0609948763980691e+02|-5.0847543225275984e+02|3.5511961863110687e+03,-3.7150288250677704e+02|-5.2298739868122345e+02|3.4511023700110545e+03,-3.8301308001942579e+02|-3.4075323362912980e+02|3.4693192771941835e+03,-2.1744744870189692e+02|-3.2128382356431621e+02|3.5665397360965503e+03,-5.0314970948926970e+01|-3.0628627102060915e+02|3.6593047485464563e+03,-6.1602372877206903e+01|-1.2071053599583166e+02|3.6727126520908319e+03,-2.3151667518632433e+02|-1.3371952420579194e+02|3.5805821131122566e+03,-3.9795095931026486e+02|-1.4757935849230878e+02|3.4862906692691595e+03,
4,-3.9632199405735122e+01|-4.9061550198502738e+02|3.6458139114785054e+03,-2.0607902831025800e+02|-5.0816266698529034e+02|3.5511271577959947e+03,-3.7150261786964103e+02|-5.2287602871548700e+02|3.4510286856670723e+03,-3.8299996969527274e+02|-3.4049390964563145e+02|3.4690700357454903e+03,-2.1735073981464600e+02|-3.2092032916502353e+02|3.5662111200229701e+03,-5.0323651223621006e+01|-3.0581928378207687e+02|3.6592271005903808e+03,-6.1497595312425325e+01|-1.2023014901036574e+02|3.6723178198871333e+03,-2.3152562180671003e+02|-1.3337265791789633e+02|3.5804369670648093e+03,-3.9779867976801069e+02|-1.4742382148409664e+02|3.4860398369141353e+03,
5,-3.9662914074644412e+01|-4.9024147220715321e+02|3.6457666553068075e+03,-2.0606194926902353e+02|-5.0770607663047923e+02|3.5510101431161843e+03,-3.7131484381567685e+02|-5.2239804910868372e+02|3.4509451641809833e+03,-3.8289590191857388e+02|-3.3996113104696639e+02|3.4688458572478053e+03,-2.1738775585737389e+02|-3.2047493373042710e+02|3.5661315676891172e+03,-5.0319132323779968e+01|-3.0538340475907643e+02|3.6590052386138059e+03,-6.1526451915153245e+01|-1.1971705135065945e+02|3.6721461564308879e+03,-2.3153792963976522e+02|-1.3294297045799243e+02|3.5802849303281623e+03,-3.9784774915352540e+02|-1.4689129608922670e+02|3.4858433402503956e+03,
6,-3.9669869672233112e+01|-4.8991322550855261e+02|3.6456388689866567e+03,-2.0605782251804558e+02|-5.0745602491075260e+02|3.5509319224817382e+03,-3.7133430752393070e+02|-5.2205851681273407e+02|3.4507064128519942e+03,-3.8285535831391275e+02|-3.3969714551390308e+02|3.4686947438030525e+03,-2.1740128619550978e+02|-3.2022758005612394e+02|3.5659950765760818e+03,-5.0350422856102689e+01|-3.0507095519092479e+02|3.6587080747976161e+03,-6.1467037635620542e+01|-1.1945444128356188e+02|3.6718024929969783e+03,-2.3147704363524903e+02|-1.3262895222315939e+02|3.5801404076469889e+03,-3.9768239536911415e+02|-1.4646054485398722e+02|3.4851867351252085e+03,
7,-3.9735724754848988e+01|-4.8958585334916853e+02|3.6455460634025249e+03,-2.0602089763846232e+02|-5.0723500293162937e+02|3.5508121479968622e+03,-3.7132267399445669e+02|-5.2188206909630969e+02|3.4504284635486188e+03,-3.8279556197225548e+02|-3.3952483523903834e+02|3.4682150687777130e+03,-2.1739348342155677e+02|-3.2008271084528792e+02|3.5656904059675580e+03,-5.0293096737080475e+01|-3.0483630218184391e+02|3.6583433979508100e+03,-6.1256822650030450e+01|-1.1924613165277060e+02|3.6715074525820773e+03,-2.3143316596084776e+02|-1.3236601197246412e+02|3.5795564230268023e+03,-3.9760799637044170e+02|-1.4626469182951053e+02|3.4848139375583442e+03,
8,-3.9756810020115367e+01|-4.8949447303858159e+02|3.6454097973548960e+03,-2.0600965068759055e+02|-5.0705756519440484e+02|3.5504960055640609e+03,-3.7130641297879339e+02|-5.2181746890820557e+02|3.4502221842979343e+03,-3.8277271943876917e+02|-3.3945901187899352e+02|3.4680318301703528e+03,-2.1737909405465584e+02|-3.2005213865346707e+02|3.5654388794141200e+03,-5.0272304775606798e+01|-3.0472453396142328e+02|3.6581598544267486e+03,-6.1367543640715056e+01|-1.1917606379121571e+02|3.6712355417759195e+03,-2.3143489075288323e+02|-1.3221256809323870e+02|3.5792665176087089e+03,-3.9756172485544403e+02|-1.4622473077461080e+02|3.4845525044070805e+03,
9,-3.9766984737910988e+01|-4.8940039893722872e+02|3.6452623467494509e+03,-2.0598386936598820e+02|-5.0706560373046341e+02|3.5503479411336039e+03,-3.7125723878177877e+02|-5.2179955585612493e+02|3.4497777417898060e+03,-3.8279753195222986e+02|-3.3935684758174511e+02|3.4676157906385602e+03,-2.1736536992844458e+02|-3.2001905709795619e+02|3.5651959084280561e+03,-5.0367967024070147e+01|-3.0468706764976486e+02|3.6580272725601194e+03,-6.1409839822243633e+01|-1.1914929779157545e+02|3.6711316705634554e+03,-2.3141307474143662e+02|-1.3222006567005488e+02|3.5789368395604902e+03,-3.9754624834870975e+02|-1.4624193308882624e+02|3.4841598891984709e+03,
